#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
56500,112.99999999991805,-53506.67284872327,13393.5381382563,-40113.13471046697,292.5401569495421,43.48373564813812,1.21172820236948,97.7
57000,113.99999999991572,-53300.03287968007,13334.411254209226,-39965.62162547084,291.2487141835965,43.283812523891,1.2173250403980693,97.7
57500,114.99999999991338,-53237.33783576908,13240.494584794897,-39996.84325097418,289.19739682988165,43.197306723090435,1.2197628238026985,97.7
58000,115.99999999991105,-53632.87659547965,13537.975739127358,-40094.90085635229,295.69494681851216,43.282211702032015,1.217370063987612,97.7
58500,116.99999999990872,-53407.41656166859,13279.71249327964,-40127.70406838895,290.0539899858446,43.68413058845618,1.2061695659144442,97.7
59000,117.9999999999064,-53535.78152828865,13329.771478746312,-40206.01004954234,291.1473727286261,43.98441902317845,1.1979348596479542,97.7
59500,118.99999999990406,-53464.16023747653,13407.254184655681,-40056.90605282085,292.83974129573824,43.595616823353105,1.208618495816375,97.7
60000,119.99999999990173,-53360.08511580605,13188.895994018683,-40171.18912178736,288.0703862007087,43.649269168328715,1.2071328989732437,97.7
60500,120.9999999998994,-53405.29654470505,13114.813727611103,-40290.48281709395,286.4522896515863,43.63182468803846,1.2076155238970103,97.7
61000,121.99999999989707,-53753.33970240019,13269.573202598382,-40483.76649980181,289.83252873664867,43.53842894532112,1.2102060204193583,97.7
61500,122.99999999989474,-53822.54334357859,13200.12314238536,-40622.42020119323,288.31560831538667,43.57705468544851,1.209133320495448,97.7
62000,123.99999999989241,-53584.6935347612,13102.585337268105,-40482.1081974931,286.1851985220241,43.495314602935956,1.211405626335473,97.7
62500,124.99999999989008,-53844.14837007387,13376.897998482624,-40467.250371591246,292.1767048840159,43.18511438246818,1.22010719625693,97.7
63000,125.99999999988775,-53671.21437525132,13138.000298823132,-40533.214076428194,286.95872813792727,43.45388946798269,1.2125604744323522,97.7
63500,126.99999999988542,-53649.97863315623,13003.623616326671,-40646.355016829555,284.0236877190264,43.269536762258554,1.2177266680420495,97.7
64000,127.99999999988309,-53644.37251100089,13072.966364693646,-40571.40614630724,285.5382642469899,43.27246667716965,1.2176442175649609,97.6
64500,128.99999999988785,-53718.004286969815,13188.521579049035,-40529.48270792078,288.0622082709597,43.42243676637378,1.21343878310467,97.6
65000,129.99999999989262,-53647.02233948341,13294.211621617445,-40352.81071786596,290.37067831985985,43.11965036652109,1.2219595562893977,97.6
65500,130.9999999998974,-53750.48785905611,13294.294894106126,-40456.19296494999,290.3724971482125,43.220158240372086,1.2191179064219564,97.6
66000,131.99999999990217,-53629.39463458067,13151.405928422402,-40477.98870615827,287.2515323952113,43.5608848127453,1.2095821527897797,97.6
66500,132.99999999990695,-53529.12808530138,13240.546437647137,-40288.581647654246,289.1985293940612,43.285030237564214,1.2172907940699902,97.6
67000,133.99999999991172,-53526.6744530844,13244.795438865576,-40281.87901421882,289.29133560183766,43.153370777597345,1.2210047066956313,97.6
67500,134.9999999999165,-53737.66014198178,13402.440083120078,-40335.220058861705,292.7345922302517,43.09455084400195,1.222671261152307,97.6
68000,135.99999999992127,-53526.74113262478,13334.026077441573,-40192.71505518321,291.2403011958632,43.43744488482026,1.2130195265615498,97.6
